duration_days,probability,count
2.807,0.100000,1
4.387,0.100000,1
13.679,0.100000,1
17.900,0.100000,1
21.604,0.100000,1
31.642,0.100000,1
34.414,0.100000,1
49.246,0.100000,1
105.874,0.100000,1
987.988,0.100000,1
