ticket_id,arrival_time,completion_time,time_in_system,dev_cycles,review_cycles,testing_cycles,dev_queue_wait,review_queue_wait,testing_queue_wait,dev_service_time,review_service_time,testing_service_time
1,0.0,1.1128133680555556,1.1128133680555556,2,2,1,0.0,0.0,0.0,0.04247604166666666,1.070318923611111,1.8402777777777775e-05
