key,dev_duration_days,review_duration_days,test_duration_days
BOOKKEEPER-955,0.0097685185185185,41.05614583333333,
BOOKKEEPER-956,0.0093518518518518,20.16554398148148,3.472222222222222e-05
BOOKKEEPER-957,0.0309375,20.35324074074074,0.002511574074074
BOOKKEEPER-958,0.022037037037037,20.329166666666666,5.787037037037037e-05
BOOKKEEPER-959,0.0911342592592592,102.4529050925926,0.0054513888888888
BOOKKEEPER-960,,,
BOOKKEEPER-961,0.0102662037037037,9.242743055555556,0.0005439814814814
BOOKKEEPER-962,0.0010069444444444,9.240601851851851,0.0001504629629629
BOOKKEEPER-964,0.0020833333333333,48.89615740740741,
BOOKKEEPER-964,0.0020833333333333,48.89615740740741,
BOOKKEEPER-965,0.0384027777777777,9.29005787037037,0.0097800925925925
BOOKKEEPER-966,0.0838773148148148,37.66748842592592,
BOOKKEEPER-966,0.0838773148148148,37.66748842592592,
BOOKKEEPER-967,20.060289351851853,16.17707175925926,
BOOKKEEPER-968,0.0041898148148148,80.70655092592592,
BOOKKEEPER-969,,,
BOOKKEEPER-970,0.0006712962962962,124.57583333333334,
BOOKKEEPER-971,2.224375,21.782465277777774,
BOOKKEEPER-972,,,
BOOKKEEPER-974,210.31908564814816,40.90597222222223,
BOOKKEEPER-975,,,
BOOKKEEPER-976,0.0018171296296296,4.413668981481481,
BOOKKEEPER-977,,,
BOOKKEEPER-978,,,
BOOKKEEPER-979,,,
BOOKKEEPER-980,230.2371180555556,0.3486458333333333,0.0006018518518518
BOOKKEEPER-982,,,
BOOKKEEPER-983,3.135011574074074,7.920706018518518,0.0013773148148148
BOOKKEEPER-984,3.2976157407407407,3.745115740740741,0.0
BOOKKEEPER-985,,,
BOOKKEEPER-986,0.0707638888888888,7.1569212962962965,0.0001504629629629
BOOKKEEPER-987,0.0019328703703703,0.3961458333333333,
BOOKKEEPER-988,0.000949074074074,2.2227083333333333,
BOOKKEEPER-989,156.79508101851852,6.162650462962963,1.1574074074074072e-05
BOOKKEEPER-990,,,
BOOKKEEPER-991,0.0163078703703703,13.356111111111112,0.0
BOOKKEEPER-992,0.0041550925925925,13.236192129629629,194.74188657407407
BOOKKEEPER-995,,,
BOOKKEEPER-996,0.002662037037037,0.7783796296296296,
BOOKKEEPER-997,62.13554398148148,7.702407407407407,
BOOKKEEPER-998,0.0213888888888888,44.03460648148148,
BOOKKEEPER-999,0.0013425925925925,42.37875,
BOOKKEEPER-1000,,,
BOOKKEEPER-1001,0.0631134259259259,41.12201388888889,
BOOKKEEPER-1002,,,
BOOKKEEPER-1003,0.2314583333333333,40.04543981481481,
BOOKKEEPER-1004,0.7870601851851852,42.104502314814816,
BOOKKEEPER-1005,,,
BOOKKEEPER-1006,,,
BOOKKEEPER-1007,1.0875810185185186,33.401064814814816,
BOOKKEEPER-1008,19.702997685185185,62.5840625,
BOOKKEEPER-1008,19.702997685185185,62.5840625,
BOOKKEEPER-1010,1.181851851851852,70.02609953703704,
BOOKKEEPER-1010,1.181851851851852,70.02609953703704,
BOOKKEEPER-1011,,,
BOOKKEEPER-1013,0.0322337962962962,0.4601157407407407,
BOOKKEEPER-1017,77.17396990740741,46.72916666666666,1.623900462962963
BOOKKEEPER-1018,1.203275462962963,17.49517361111111,
BOOKKEEPER-1018,1.203275462962963,17.49517361111111,
BOOKKEEPER-1018,1.203275462962963,17.49517361111111,
BOOKKEEPER-1019,2.958622685185185,32.28221064814815,19.78265046296296
BOOKKEEPER-1020,2.3003472222222223,0.090011574074074,0.0004398148148148
BOOKKEEPER-1021,0.0584375,7.410254629629629,45.26700231481482
BOOKKEEPER-1022,3.873113425925926,1.3692476851851851,
BOOKKEEPER-1023,,,
BOOKKEEPER-1025,,,
BOOKKEEPER-1026,,,
BOOKKEEPER-1027,101.30412037037036,2.616747685185185,0.0828935185185185
BOOKKEEPER-1028,0.0380902777777777,89.9205787037037,94.24891203703704
BOOKKEEPER-1029,,,
BOOKKEEPER-1030,,,
BOOKKEEPER-1031,0.0203009259259259,0.9501851851851852,
BOOKKEEPER-1032,,,
BOOKKEEPER-1033,62.32806712962963,23.97269675925926,
BOOKKEEPER-1034,62.8499537037037,15.02849537037037,9.25925925925926e-05
BOOKKEEPER-1035,,,
BOOKKEEPER-1036,,,
BOOKKEEPER-1038,3.118692129629629,2.1189814814814816,0.0
BOOKKEEPER-1039,0.006574074074074,0.1071875,
BOOKKEEPER-1040,200.6147453703704,1.6229976851851853,
BOOKKEEPER-1041,,,
BOOKKEEPER-1042,5.966828703703704,3.394340277777778,32.18729166666667
BOOKKEEPER-1043,0.0016087962962962,0.8206481481481481,0.0007291666666666
BOOKKEEPER-1044,91.0232523148148,0.3492708333333333,8.101851851851852e-05
BOOKKEEPER-1045,0.0028356481481481,0.3233680555555555,0.0030208333333333
BOOKKEEPER-1046,0.0021180555555555,0.5042361111111111,0.0730439814814814
BOOKKEEPER-1047,0.0012152777777777,0.066574074074074,11.098796296296296
BOOKKEEPER-1048,0.0019907407407407,9.942569444444445,0.0
BOOKKEEPER-1049,,,
BOOKKEEPER-1050,0.0011342592592592,0.1299074074074074,0.0010185185185185
BOOKKEEPER-1051,0.0010879629629629,0.1284027777777777,5.787037037037037e-05
BOOKKEEPER-1052,0.0012152777777777,0.0255555555555555,3.472222222222222e-05
BOOKKEEPER-1053,0.0007407407407407,0.0546296296296296,2.3148148148148147e-05
BOOKKEEPER-1054,0.0011111111111111,0.8605787037037037,1.1574074074074072e-05
BOOKKEEPER-1055,5.221967592592593,1.3283796296296295,2.3148148148148147e-05
BOOKKEEPER-1056,21.915358796296296,0.1479976851851852,0.0001388888888888
BOOKKEEPER-1057,0.0016203703703703,190.10429398148148,
BOOKKEEPER-1058,0.0008912037037037,4.967152777777778,
BOOKKEEPER-1059,0.0014699074074074,0.1132638888888888,0.0
BOOKKEEPER-1060,0.0011574074074074,0.0123379629629629,0.0
BOOKKEEPER-1061,0.0022337962962962,4.945810185185185,
BOOKKEEPER-1062,154.9649537037037,4.443692129629629,
BOOKKEEPER-1063,0.0007175925925925,1.6962847222222222,3.278854166666666
BOOKKEEPER-1064,0.0015277777777777,0.8595949074074074,
BOOKKEEPER-1065,0.0197569444444444,0.1233101851851851,0.000949074074074
BOOKKEEPER-1066,0.0014004629629629,0.7826273148148148,0.0002083333333333
BOOKKEEPER-1067,0.0020717592592592,0.0809953703703703,
BOOKKEEPER-1068,0.0022222222222222,9.555590277777778,
BOOKKEEPER-1069,0.0005324074074074,0.4744907407407407,1.6811689814814814
BOOKKEEPER-1070,0.0025462962962962,0.9578819444444444,
BOOKKEEPER-1071,14.059097222222222,0.1353356481481481,
BOOKKEEPER-1072,,,
BOOKKEEPER-1073,0.0013541666666666,7.166747685185185,0.0007986111111111
BOOKKEEPER-1074,0.0062037037037037,7.327222222222222,0.0007060185185185
BOOKKEEPER-1075,0.0064930555555555,0.3678125,
BOOKKEEPER-1077,,,
BOOKKEEPER-1078,0.4809722222222222,6.745983796296296,
BOOKKEEPER-1079,0.0017129629629629,0.2156597222222222,1.1574074074074072e-05
BOOKKEEPER-1080,,,
BOOKKEEPER-1081,0.4927314814814815,1.0943171296296297,130.23728009259258
BOOKKEEPER-1082,,,
BOOKKEEPER-1083,0.00375,0.1182291666666666,
BOOKKEEPER-1084,0.0008564814814814,0.0640393518518518,
BOOKKEEPER-1085,0.0016435185185185,0.1247453703703703,
BOOKKEEPER-1086,0.0058333333333333,0.0548379629629629,2.3148148148148147e-05
BOOKKEEPER-1087,0.0331134259259259,3.990729166666666,
BOOKKEEPER-1088,0.0714467592592592,8.623159722222223,
BOOKKEEPER-1088,0.0714467592592592,8.623159722222223,
BOOKKEEPER-1089,1.0672222222222223,18.873148148148147,
BOOKKEEPER-1090,0.0015509259259259,0.0358101851851851,20.0921875
BOOKKEEPER-1091,,,
BOOKKEEPER-1092,0.9058680555555556,18.891180555555557,
BOOKKEEPER-1093,0.015474537037037,18.88805555555556,
BOOKKEEPER-1094,,,
BOOKKEEPER-1096,0.0017708333333333,2.676736111111111,
BOOKKEEPER-1097,0.0046296296296296,8.747280092592593,
BOOKKEEPER-1098,0.8081134259259259,13.151967592592593,0.0009375
BOOKKEEPER-1099,,,
BOOKKEEPER-1100,0.1530787037037037,51.87349537037037,0.0001388888888888
BOOKKEEPER-1100,0.1530787037037037,51.87349537037037,0.0001388888888888
BOOKKEEPER-1101,,,
BOOKKEEPER-1102,0.0080671296296296,10.232893518518518,0.0044791666666666
BOOKKEEPER-1103,0.0062962962962962,1.9492592592592592,0.0001157407407407
BOOKKEEPER-1104,0.0412152777777777,0.2407638888888889,0.0003009259259259
BOOKKEEPER-1105,0.0296759259259259,6.273194444444444,0.0003125
BOOKKEEPER-1106,0.2808564814814814,16.449733796296297,
BOOKKEEPER-1107,,,
