jira_key,dev_start_ts,review_start_ts,review_end_ts,testing_end_ts,dev_duration_hours,review_duration_hours,testing_duration_hours,exception_reason
BOOKKEEPER-26,2011-06-17T13:41:32Z,,,2011-09-05T17:39:56Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-27,2011-06-29T11:11:34Z,,,2011-07-30T23:59:12Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-28,2011-06-29T12:33:42Z,,,2011-08-30T08:47:49Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-29,2011-06-29T15:35:13Z,,,2011-08-11T19:38:50Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-30,2011-06-29T15:38:03Z,,,2011-07-12T10:37:32Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-31,2011-07-01T22:07:08Z,2017-09-16T00:06:53Z,2017-09-16T02:38:36Z,2017-10-06T08:42:53Z,54433.9958,2.5286,486.0714,
BOOKKEEPER-32,2011-07-07T13:31:23Z,,,2012-09-14T13:44:00Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-33,2011-07-14T08:30:43Z,,,2011-08-11T18:38:28Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-34,2011-07-18T20:43:50Z,,,2011-08-01T16:21:07Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-35,2011-07-19T05:03:00Z,,,2011-07-19T07:25:24Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-36,2011-07-29T13:52:34Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-37,2011-08-02T09:58:01Z,,,2016-03-16T04:22:28Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-38,2011-08-08T06:53:22Z,,,2011-08-23T22:39:35Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-39,2011-08-08T09:15:25Z,,,2011-11-28T18:29:17Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-40,2011-08-08T11:29:00Z,,,2012-01-13T17:07:11Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-41,2011-08-10T14:20:35Z,,,2011-10-06T16:54:46Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-42,2011-08-10T18:40:57Z,,,2017-10-09T09:56:29Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-43,2011-08-11T05:20:40Z,,,2011-08-23T22:35:08Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-44,2011-08-11T05:28:04Z,,,2011-08-30T08:13:18Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-45,2011-08-15T18:48:14Z,,,2017-10-09T09:56:20Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-46,2011-08-15T21:07:56Z,,,2017-10-09T09:55:55Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-47,2011-08-16T10:59:28Z,,,2016-03-16T04:21:00Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-48,2011-08-16T11:14:52Z,,,2017-10-09T09:55:42Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-49,2011-08-16T11:21:59Z,,,2014-07-26T06:53:52Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-50,2011-08-18T10:41:02Z,,,2011-11-04T10:47:18Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-51,2011-08-18T10:52:23Z,,,2011-08-30T09:14:52Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-52,2011-08-18T11:07:11Z,,,2011-08-30T10:14:39Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-53,2011-08-25T05:48:13Z,,,2011-11-28T23:18:42Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-54,2011-08-25T06:21:25Z,,,2011-11-03T09:37:24Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-55,2011-08-25T10:52:23Z,,,2013-01-02T21:24:49Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-56,2011-08-26T08:09:50Z,,,2012-04-28T08:12:00Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-57,2011-08-29T08:37:26Z,,,2011-08-31T10:18:53Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-58,2011-08-29T13:25:14Z,,,2011-08-29T17:33:24Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-59,2011-08-30T07:46:22Z,,,2011-09-16T14:56:48Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-60,2011-08-30T10:22:17Z,,,2011-11-03T09:51:30Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-61,2011-08-30T10:28:49Z,,,2011-10-07T22:24:49Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-62,2011-08-30T10:36:47Z,,,2011-11-30T10:14:42Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-63,2011-08-31T11:29:45Z,,,2011-09-05T10:33:43Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-64,2011-09-06T14:00:03Z,,,2017-10-09T09:55:29Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-65,2011-09-07T10:29:47Z,,,2011-10-17T21:40:13Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-66,2011-09-13T14:10:42Z,,,2011-11-30T15:42:35Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-67,2011-09-13T17:35:12Z,,,2017-10-09T09:55:12Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-68,2011-09-19T21:07:43Z,,,2011-10-18T08:43:31Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-69,2011-09-28T06:01:27Z,,,2011-11-18T10:39:01Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-70,2011-09-29T09:58:14Z,,,2012-12-07T11:24:17Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-71,2011-09-29T16:26:08Z,,,2011-10-28T13:35:07Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-72,2011-10-07T10:20:37Z,,,2012-05-17T16:33:04Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-73,2011-10-07T10:29:35Z,,,2012-10-22T14:48:49Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-74,2011-10-07T10:31:34Z,,,2012-03-01T14:13:36Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-75,2011-10-07T10:36:47Z,,,2012-11-14T09:51:32Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-76,2011-10-08T10:26:53Z,,,2011-10-08T11:51:58Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-77,2011-10-08T11:59:33Z,,,2012-02-08T10:50:22Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-78,2011-10-13T14:43:19Z,,,2012-09-04T13:10:19Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-79,2011-10-14T07:37:18Z,,,2011-11-21T10:33:20Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-80,2011-10-14T07:50:11Z,,,2011-11-08T18:10:18Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-81,2011-10-14T08:37:16Z,,,2011-11-17T09:00:04Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-82,2011-10-14T09:27:18Z,,,2011-11-11T10:25:06Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-83,2011-10-17T09:08:32Z,,,2011-10-27T13:41:11Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-84,2011-10-17T16:00:55Z,,,2011-10-23T06:10:20Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-85,2011-10-17T21:41:31Z,,,2017-10-09T09:54:43Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-86,2011-10-18T17:04:53Z,,,2011-10-18T18:14:59Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-87,2011-10-19T08:55:34Z,,,2011-11-17T14:01:22Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-88,2011-10-19T18:34:22Z,,,2011-10-24T09:38:52Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-89,2011-10-24T09:56:00Z,,,2011-10-27T16:28:03Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-90,2011-10-24T13:09:11Z,,,2011-11-17T21:40:22Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-91,2011-10-24T16:14:33Z,,,2011-11-17T10:20:27Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-92,2011-10-25T12:50:40Z,,,2011-10-25T15:15:09Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-93,2011-10-25T14:44:46Z,,,2011-10-27T16:53:24Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-94,2011-10-26T01:22:48Z,,,2011-10-26T14:07:09Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-95,2011-10-26T07:24:23Z,,,2012-01-18T12:10:02Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-96,2011-10-26T07:25:45Z,,,2012-03-19T12:05:15Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-97,2011-10-26T07:27:32Z,,,2012-03-29T13:03:01Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-98,2011-10-26T07:29:32Z,,,2012-02-01T12:02:31Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-99,2011-10-26T08:56:49Z,,,2012-03-31T07:40:37Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-100,2011-10-27T14:05:41Z,,,2011-10-27T17:12:52Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-101,2011-10-27T14:08:05Z,,,2011-11-16T16:06:31Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-102,2011-11-03T18:08:05Z,,,2011-11-04T10:25:58Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-103,2011-11-04T09:10:55Z,,,2011-11-04T09:20:45Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-104,2011-11-04T10:43:11Z,,,2011-11-16T18:01:40Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-105,2011-11-04T10:50:10Z,,,2011-11-04T16:27:33Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-106,2011-11-04T16:19:55Z,,,2011-11-15T18:45:41Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-107,2011-11-04T17:10:59Z,,,2011-11-08T17:58:33Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-108,2011-11-08T03:11:49Z,,,2011-11-18T10:19:06Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-109,2011-11-11T10:00:11Z,,,2011-11-17T08:34:13Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-110,2011-11-15T18:07:51Z,,,2011-11-30T11:37:42Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-111,2011-11-15T18:09:55Z,,,2011-11-29T23:20:06Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-112,2011-11-15T18:22:28Z,,,2012-03-31T14:36:57Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-113,2011-11-17T13:50:36Z,,,2012-02-24T19:08:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-114,2011-11-18T11:19:00Z,,,2011-11-18T18:58:56Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-115,2011-11-18T11:57:57Z,,,2011-11-18T18:07:51Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-116,2011-11-22T21:48:27Z,,,2013-09-11T04:28:09Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-117,2011-11-23T09:46:28Z,,,2011-11-28T15:24:32Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-118,2011-11-23T10:36:02Z,,,2011-11-28T12:16:10Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-119,2011-11-25T09:37:43Z,,,2011-11-28T16:33:10Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-120,2011-11-25T16:10:15Z,,,2011-11-29T22:29:53Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-121,2011-11-25T16:11:25Z,,,2011-11-29T20:00:44Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-122,2011-11-25T16:12:09Z,,,2011-11-29T23:27:47Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-123,2011-11-25T16:12:43Z,,,2011-11-30T11:38:10Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-124,2011-11-28T22:20:18Z,,,2011-11-29T09:06:16Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-125,2011-11-29T12:59:38Z,,,2011-11-29T17:46:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-126,2011-11-29T17:37:12Z,,,2012-12-10T10:10:44Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-127,2011-11-29T21:22:24Z,,,2011-11-29T22:27:14Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-128,2011-11-29T21:37:47Z,,,2011-11-30T10:08:02Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-129,2011-11-30T10:24:47Z,,,2011-11-30T10:40:37Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-130,2011-11-30T10:59:40Z,,,2011-12-02T18:28:01Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-131,2011-11-30T15:47:25Z,,,2011-12-01T21:08:57Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-132,2011-11-30T15:48:14Z,,,2011-11-30T16:21:53Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-133,2011-12-01T13:58:24Z,,,2011-12-22T17:36:34Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-134,2011-12-01T21:31:47Z,,,2011-12-01T22:27:28Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-135,2011-12-02T11:11:35Z,,,2012-04-02T10:38:52Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-136,2011-12-02T11:15:49Z,,,2012-02-09T09:42:45Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-137,2011-12-02T14:58:10Z,,,2012-02-09T17:15:25Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-138,2011-12-02T18:04:07Z,,,2011-12-02T19:36:30Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-139,2011-12-02T19:39:05Z,,,2011-12-02T20:00:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-140,2011-12-06T11:31:09Z,,,2011-12-21T16:43:39Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-141,2011-12-12T14:33:39Z,,,2011-12-16T14:35:36Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-142,2011-12-12T14:53:18Z,,,2011-12-16T11:44:02Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-143,2011-12-15T07:41:26Z,,,2012-10-01T13:41:31Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-144,2011-12-15T07:53:14Z,,,2012-08-17T14:15:43Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-145,2011-12-21T10:52:38Z,,,2012-05-15T10:06:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-146,2011-12-21T16:49:48Z,,,2012-05-25T09:48:39Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-147,2011-12-22T14:06:53Z,,,2017-10-09T09:54:34Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-148,2012-01-02T11:28:40Z,,,2012-01-11T14:48:22Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-149,2012-01-02T11:42:02Z,,,2017-10-09T09:54:26Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-150,2012-01-03T14:43:07Z,,,2012-01-17T15:52:40Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-151,2012-01-03T17:28:31Z,,,2016-03-16T04:21:03Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-152,2012-01-11T10:10:15Z,,,2012-02-13T14:47:26Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-153,2012-01-16T07:05:04Z,,,2012-01-18T14:13:19Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-154,2012-01-19T02:48:35Z,,,2016-03-16T04:21:04Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-155,2012-01-28T10:44:37Z,,,2013-09-11T04:34:53Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-156,2012-01-29T10:40:45Z,,,2012-02-08T10:41:41Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-157,2012-01-30T12:17:37Z,,,2012-02-01T15:20:32Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-158,2012-01-31T11:47:21Z,,,2012-03-09T13:50:04Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-159,2012-02-02T10:43:11Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-160,2012-02-03T13:15:26Z,,,2012-03-08T11:14:08Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-161,2012-02-06T17:10:28Z,,,2012-02-07T10:05:49Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-162,2012-02-07T05:15:35Z,,,2012-02-13T10:20:11Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-163,2012-02-07T11:51:28Z,,,2012-03-13T06:35:01Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-164,2012-02-07T11:54:09Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-165,2012-02-07T16:48:47Z,,,2012-02-09T09:21:00Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-166,2012-02-07T17:00:20Z,,,2012-03-30T11:00:36Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-167,2012-02-08T08:54:15Z,,,2012-02-08T10:41:18Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-168,2012-02-09T16:53:42Z,,,2012-04-20T09:21:19Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-169,2012-02-14T16:08:30Z,,,2012-02-17T10:22:14Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-170,2012-02-14T18:25:13Z,,,2012-02-15T15:12:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-171,2012-02-14T18:28:37Z,,,2012-02-15T10:04:49Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-172,2012-02-15T13:56:16Z,,,2012-02-24T17:10:43Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-173,2012-02-16T06:58:09Z,,,2012-04-20T17:19:27Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-174,2012-02-16T07:10:43Z,,,2012-02-17T11:50:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-175,2012-02-17T10:01:04Z,,,2012-03-20T13:09:42Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-176,2012-02-17T13:21:53Z,,,2012-03-01T14:58:41Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-177,2012-02-23T13:11:53Z,,,2012-02-24T18:09:41Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-178,2012-02-24T06:05:15Z,,,2012-02-24T18:21:24Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-179,2012-02-29T10:10:32Z,,,2013-09-11T04:31:24Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-180,2012-03-01T05:11:56Z,,,2012-03-08T18:25:28Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-181,2012-03-07T01:27:52Z,,,2012-12-18T05:56:34Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-182,2012-03-08T07:36:07Z,,,2012-03-16T09:42:25Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-183,2012-03-08T07:40:52Z,,,2012-06-13T15:00:33Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-184,2012-03-13T07:21:18Z,,,2012-03-15T09:44:36Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-185,2012-03-13T17:42:17Z,,,2012-03-15T09:45:10Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-186,2012-03-16T10:49:48Z,,,2012-03-19T14:46:04Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-187,2012-03-19T11:31:22Z,,,2012-03-20T11:52:22Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-188,2012-03-20T15:10:38Z,,,2012-03-21T05:14:13Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-189,2012-03-20T15:19:29Z,,,2012-03-21T05:41:15Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-190,2012-03-21T07:47:40Z,,,2012-03-29T12:08:03Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-191,2012-03-22T08:14:09Z,,,2012-08-09T15:26:55Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-192,2012-03-22T08:16:58Z,,,2017-10-09T09:53:35Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-193,2012-03-26T02:52:51Z,,,2012-03-31T07:37:02Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-194,2012-03-28T10:04:25Z,,,2012-03-29T13:42:59Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-195,2012-03-28T20:10:48Z,,,2012-03-28T22:02:57Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-196,2012-03-29T15:03:38Z,,,2012-04-17T10:30:16Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-197,2012-03-30T00:38:41Z,,,2012-04-16T02:57:27Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-198,2012-03-30T07:57:34Z,,,2012-03-31T08:31:40Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-199,2012-03-30T12:18:28Z,,,2012-12-04T14:49:08Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-200,2012-03-31T14:37:59Z,,,2012-04-10T23:06:23Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-201,2012-03-31T14:42:39Z,,,2017-10-06T08:55:16Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-202,2012-03-31T14:46:34Z,,,2017-10-09T09:53:22Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-203,2012-04-01T15:38:02Z,,,2012-06-19T10:40:57Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-204,2012-04-01T15:41:02Z,,,2012-11-09T16:14:43Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-205,2012-04-01T15:44:28Z,,,2012-12-12T10:21:43Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-206,2012-04-01T15:46:40Z,,,2012-12-12T10:25:02Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-207,2012-04-02T13:31:10Z,,,2012-04-03T16:03:45Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-208,2012-04-04T15:34:46Z,,,2012-09-12T10:09:35Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-209,2012-04-05T22:49:45Z,,,2012-05-15T10:29:05Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-210,2012-04-05T23:08:50Z,,,2012-04-11T14:42:50Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-211,2012-04-06T11:44:12Z,,,2012-04-10T05:44:30Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-212,2012-04-06T12:40:22Z,,,2012-04-09T09:44:34Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-213,2012-04-06T18:58:50Z,,,2012-04-19T01:03:26Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-214,2012-04-10T14:55:07Z,,,2017-10-09T09:53:12Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-215,2012-04-11T05:16:04Z,,,2012-05-09T07:45:32Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-216,2012-04-13T08:22:23Z,,,2012-04-16T14:12:33Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-217,2012-04-16T03:32:57Z,,,2012-04-24T17:42:26Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-218,2012-04-16T13:53:32Z,,,2012-04-17T11:16:58Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-219,2012-04-18T06:42:03Z,,,2012-04-19T03:42:48Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-220,2012-04-20T01:45:35Z,,,2017-10-09T09:52:47Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-221,2012-04-20T13:49:35Z,,,2012-05-30T15:36:52Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-222,2012-04-20T17:15:34Z,,,2012-07-16T22:29:07Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-223,2012-04-25T10:27:39Z,,,2017-06-22T00:28:26Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-224,2012-04-25T13:20:37Z,,,2012-05-10T12:49:57Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-225,2012-04-25T14:13:03Z,,,2013-09-11T04:32:24Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-226,2012-04-25T15:46:21Z,,,2012-05-17T16:34:10Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-227,2012-04-25T15:49:21Z,,,2012-05-17T16:34:32Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-228,2012-04-25T16:13:26Z,,,2012-05-04T18:12:52Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-229,2012-04-26T07:22:23Z,,,2012-05-08T07:36:53Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-230,2012-04-26T15:18:26Z,,,2017-10-09T09:52:35Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-231,2012-04-28T04:50:00Z,,,2012-04-28T09:11:57Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-232,2012-04-29T06:26:22Z,,,2012-05-07T16:48:37Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-233,2012-04-29T10:26:26Z,,,2012-07-26T06:26:21Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-234,2012-05-03T12:53:57Z,,,2012-05-09T08:52:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-235,2012-05-03T15:24:11Z,,,2012-05-09T11:01:13Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-236,2012-05-04T12:06:00Z,,,2012-05-09T11:23:01Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-237,2012-05-04T12:37:01Z,,,2013-01-04T11:59:50Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-238,2012-05-07T09:17:21Z,,,2012-05-17T16:38:44Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-239,2012-05-07T13:25:59Z,,,2013-01-12T07:19:11Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-240,2012-05-07T13:27:34Z,,,2017-10-09T09:52:20Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-243,2012-05-08T06:10:17Z,,,2017-10-09T09:51:51Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-241,2012-05-08T07:46:02Z,,,2012-05-09T07:17:08Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-242,2012-05-08T09:50:28Z,,,2012-05-09T08:18:43Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-245,2012-05-09T10:55:32Z,,,2012-05-10T09:58:10Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-246,2012-05-09T15:08:49Z,,,2012-08-14T09:42:08Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-247,2012-05-09T15:13:42Z,,,2012-08-17T10:42:41Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-248,2012-05-09T15:14:07Z,,,2012-08-24T20:45:29Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-249,2012-05-10T00:52:57Z,,,2017-10-09T09:51:25Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-250,2012-05-10T01:00:13Z,,,2012-07-11T17:12:03Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-251,2012-05-10T05:47:05Z,,,2012-05-17T17:11:55Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-252,2012-05-10T08:19:25Z,,,2012-09-14T16:18:30Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-254,2012-05-10T13:08:37Z,,,2012-05-17T15:57:53Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-256,2012-05-11T23:13:26Z,,,2016-03-16T04:21:01Z,,,,missing_review_start;missing_review_end
