jira_key,dev_start_ts,review_start_ts,review_end_ts,testing_end_ts,dev_duration_hours,review_duration_hours,testing_duration_hours,exception_reason
BOOKKEEPER-647,2013-07-11T10:29:55Z,,,2013-07-11T18:15:43Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-648,2013-07-13T15:28:50Z,,,2016-03-16T04:22:28Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-649,2013-07-16T18:03:39Z,,,2013-08-22T15:15:56Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-650,2013-07-17T01:14:00Z,,,2016-03-16T04:21:03Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-651,2013-07-17T01:15:35Z,,,2016-03-16T04:21:03Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-652,2013-07-20T08:43:31Z,,,2013-07-20T18:31:51Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-653,2013-07-20T20:25:30Z,,,2013-07-24T14:15:07Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-654,2013-07-21T09:05:46Z,,,2014-02-21T18:01:50Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-655,2013-07-22T12:43:28Z,,,2013-07-23T04:16:37Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-656,2013-07-23T05:18:14Z,,,2014-05-07T05:10:39Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-657,2013-07-23T05:21:29Z,,,2013-10-12T03:44:28Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-658,2013-07-23T05:23:24Z,,,2013-10-11T06:37:30Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-659,2013-07-23T05:24:52Z,,,2013-10-22T14:22:16Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-660,2013-07-24T13:57:10Z,,,2013-08-20T12:27:51Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-661,2013-07-25T06:42:16Z,,,2014-01-21T16:26:42Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-662,2013-07-25T06:44:39Z,,,2014-01-15T14:58:46Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-663,2013-07-26T19:31:59Z,,,2013-07-29T12:23:19Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-664,2013-07-29T12:35:59Z,,,2013-10-22T05:44:36Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-665,2013-07-29T15:37:08Z,,,2016-03-14T19:16:32Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-666,2013-08-04T17:39:33Z,,,2013-10-02T04:41:00Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-667,2013-08-06T06:29:24Z,,,2013-08-13T13:02:24Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-668,2013-08-06T09:52:07Z,,,2013-08-20T10:52:21Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-669,2013-08-08T00:59:18Z,,,2013-09-09T16:01:33Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-670,2013-08-09T00:01:41Z,,,2017-07-17T21:28:57Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-671,2013-08-13T09:47:55Z,,,2017-10-09T09:39:05Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-672,2013-08-13T15:12:32Z,,,2017-10-09T09:38:44Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-673,2013-08-21T11:00:38Z,,,2013-10-14T16:32:44Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-674,2013-08-22T09:38:55Z,,,2017-10-09T09:38:27Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-675,2013-08-22T15:22:13Z,,,2013-09-10T22:36:51Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-676,2013-08-23T04:26:39Z,,,2013-10-14T15:39:10Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-677,2013-08-24T19:30:00Z,,,2013-08-27T21:14:56Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-678,2013-09-01T09:18:58Z,,,2013-11-22T09:41:21Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-679,2013-09-04T15:49:17Z,,,2013-09-09T10:29:51Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-681,2013-09-09T16:16:24Z,,,2014-07-27T19:56:45Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-682,2013-09-12T11:27:08Z,,,2013-09-16T09:11:10Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-683,2013-09-12T20:27:44Z,,,2013-09-27T09:38:15Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-684,2013-09-13T09:47:46Z,,,2013-09-19T21:18:02Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-685,2013-09-13T19:15:03Z,,,2013-10-02T09:53:02Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-686,2013-09-29T08:06:17Z,,,2013-10-02T05:02:25Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-687,2013-10-02T05:12:39Z,,,2015-07-16T06:30:25Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-688,2013-10-04T07:09:29Z,,,2014-03-04T08:21:00Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-689,2013-10-04T18:16:50Z,,,2014-03-07T18:15:22Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-690,2013-10-08T05:29:27Z,,,2014-07-29T07:32:39Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-695,2013-10-16T21:34:21Z,,,2015-09-25T06:05:37Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-696,2013-10-29T06:45:23Z,,,2014-01-21T04:19:52Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-697,2013-10-29T06:46:09Z,,,2014-08-02T18:02:41Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-698,2013-10-29T08:37:18Z,,,2013-10-30T05:00:13Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-699,2013-10-29T17:58:28Z,,,2013-11-09T18:50:33Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-700,2013-10-30T09:17:16Z,,,2013-10-30T15:28:32Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-701,2013-11-01T07:01:37Z,,,2013-12-06T06:39:56Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-702,2013-11-07T09:17:19Z,,,2014-03-07T18:07:44Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-703,2013-11-10T02:28:49Z,,,2014-01-24T08:26:44Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-704,2013-11-10T06:11:19Z,,,2014-08-18T21:00:32Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-705,2013-11-10T06:12:41Z,,,2016-04-10T04:25:48Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-706,2013-11-10T06:13:46Z,,,2016-04-10T04:26:36Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-707,2013-11-10T06:14:28Z,,,2016-03-16T04:21:01Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-708,2013-11-10T22:02:12Z,,,2014-02-02T05:34:26Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-709,2013-11-23T03:39:01Z,,,2014-01-03T17:12:59Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-710,2013-11-23T06:22:54Z,,,2014-04-11T23:35:29Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-770,2013-11-26T17:52:55Z,,,2017-10-09T09:31:45Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-711,2013-12-03T09:08:01Z,,,2013-12-05T06:34:01Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-712,2013-12-05T03:14:36Z,,,2013-12-05T06:36:17Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-713,2013-12-06T06:57:10Z,,,2013-12-06T08:34:08Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-714,2013-12-31T07:06:27Z,,,2014-03-10T02:07:41Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-715,2013-12-31T07:58:00Z,,,2014-03-07T12:31:15Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-716,2013-12-31T08:01:04Z,,,2014-04-29T20:09:16Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-717,2013-12-31T08:05:05Z,,,2014-03-07T12:16:13Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-718,2014-01-15T15:27:21Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-719,2014-01-21T05:38:17Z,,,2014-01-21T15:42:13Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-720,2014-01-21T11:19:27Z,,,2014-01-22T06:38:04Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-721,2014-01-22T06:44:09Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-722,2014-01-22T06:45:27Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-723,2014-02-02T06:20:44Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-724,2014-02-02T08:51:20Z,,,2014-02-06T11:34:03Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-725,2014-02-04T16:43:35Z,,,2014-02-06T08:31:33Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-726,2014-02-04T16:45:33Z,,,2014-03-10T02:11:09Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-727,2014-02-04T16:46:44Z,,,2014-02-05T21:52:30Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-728,2014-02-04T16:47:49Z,,,2014-02-06T08:21:31Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-729,2014-02-04T16:49:37Z,,,2014-02-06T08:26:11Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-730,2014-02-06T08:37:51Z,,,2014-03-07T18:06:24Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-731,2014-02-06T12:27:37Z,,,2014-02-10T05:54:13Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-732,2014-02-06T12:33:10Z,,,2014-02-10T05:52:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-733,2014-02-18T16:46:51Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-734,2014-02-22T15:51:34Z,,,2014-03-10T02:00:25Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-735,2014-02-22T17:43:38Z,,,2014-03-03T07:41:07Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-736,2014-02-24T07:39:02Z,,,2014-09-06T05:59:07Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-737,2014-02-24T07:43:46Z,,,2014-07-28T04:27:48Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-738,2014-02-24T07:45:55Z,,,2014-07-28T04:28:09Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-739,2014-03-04T17:48:00Z,,,2014-07-23T23:41:46Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-740,2014-03-07T09:25:21Z,,,2014-03-10T02:15:03Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-741,2014-04-04T15:20:59Z,,,2014-04-04T16:54:18Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-742,2014-04-04T15:23:54Z,,,2014-04-24T11:41:12Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-743,2014-04-04T15:24:54Z,,,2014-04-24T12:45:31Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-744,2014-04-04T15:26:01Z,,,2014-05-06T13:14:12Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-745,2014-04-04T15:27:30Z,,,2014-06-02T15:55:14Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-746,2014-04-04T15:29:38Z,,,2014-06-03T11:56:58Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-747,2014-04-11T22:58:55Z,,,2014-05-12T06:36:42Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-748,2014-04-21T06:02:47Z,2017-06-01T11:08:44Z,2017-06-05T20:25:33Z,2017-06-05T20:25:31Z,27293.0992,105.2803,,negative_testing_duration
BOOKKEEPER-749,2014-04-28T08:38:50Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-750,2014-04-29T20:10:53Z,,,2014-05-23T16:49:20Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-751,2014-05-07T07:50:31Z,,,2014-05-30T15:42:22Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-752,2014-05-07T07:57:41Z,,,2014-05-27T10:53:42Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-753,2014-05-07T08:03:16Z,2016-11-22T23:06:47Z,2017-07-22T06:16:39Z,2017-07-28T00:10:10Z,22335.0586,5791.1644,137.8919,
BOOKKEEPER-754,2014-05-07T08:05:58Z,2017-07-20T01:08:24Z,2017-10-27T23:13:19Z,2017-07-28T00:02:33Z,28073.0406,2398.0819,,negative_testing_duration
BOOKKEEPER-755,2014-05-08T20:46:56Z,,,2014-05-14T22:44:41Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-756,2014-05-12T04:18:43Z,,,2014-05-29T07:39:59Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-757,2014-05-12T04:24:32Z,,,2017-06-22T00:10:05Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-758,2014-05-12T05:01:53Z,,,2014-05-30T12:02:00Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-759,2014-05-12T05:05:43Z,2017-06-22T00:45:55Z,2017-06-29T22:12:48Z,2017-06-29T22:12:54Z,27283.6700,189.4481,0.0017,
BOOKKEEPER-760,2014-05-12T05:25:24Z,,,2015-07-28T11:46:05Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-761,2014-05-13T08:42:51Z,,,2014-05-14T02:16:00Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-762,2014-05-23T21:59:50Z,,,2017-10-09T09:32:54Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-763,2014-05-29T12:45:01Z,,,2014-05-30T10:42:17Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-764,2014-05-30T15:44:48Z,,,2014-05-30T15:49:49Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-765,2014-06-03T16:23:32Z,,,2014-06-10T10:04:20Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-766,2014-06-03T17:05:57Z,,,2014-06-05T10:56:49Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-767,2014-06-04T09:05:31Z,,,2014-06-06T13:32:43Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-768,2014-06-17T17:32:47Z,,,2014-07-15T07:09:50Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-769,2014-06-19T10:01:13Z,2016-02-25T00:27:54Z,2016-03-16T03:51:32Z,2016-03-16T03:44:48Z,14774.4447,483.3939,,negative_testing_duration
BOOKKEEPER-771,2014-07-15T07:03:48Z,,,2017-07-25T00:20:51Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-772,2014-07-23T04:16:10Z,2017-07-01T06:35:18Z,2017-07-04T04:27:33Z,2017-07-04T05:10:15Z,25778.3189,69.8708,0.7117,
BOOKKEEPER-773,2014-07-25T11:17:03Z,,,2014-09-29T14:29:49Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-774,2014-07-26T07:34:12Z,,,2014-08-14T06:16:25Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-775,2014-08-02T00:41:58Z,,,2014-09-10T22:41:48Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-776,2014-08-02T00:43:54Z,,,2014-09-09T10:40:29Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-777,2014-08-28T14:29:37Z,,,2014-09-06T05:14:17Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-778,2014-08-28T14:42:25Z,,,2014-09-09T03:57:24Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-779,2014-08-28T14:53:15Z,,,2014-09-06T05:27:23Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-780,2014-08-28T16:26:31Z,,,2014-09-04T21:49:48Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-781,2014-09-06T07:41:26Z,,,2014-09-09T09:03:56Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-782,2014-09-11T09:42:54Z,,,2014-09-18T04:57:29Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-783,2014-09-12T05:02:48Z,,,2014-09-17T14:34:10Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-784,2014-09-12T08:35:46Z,,,2014-09-18T04:54:06Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-785,2014-09-17T14:34:47Z,,,2014-09-18T04:47:42Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-786,2014-09-20T05:21:40Z,,,2014-09-22T10:11:56Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-787,2014-09-23T09:20:12Z,,,2014-09-23T15:55:47Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-788,2014-10-04T15:28:41Z,,,2017-06-22T00:13:37Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-789,2014-10-04T21:02:35Z,,,2014-10-08T08:44:17Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-790,2014-10-07T07:20:21Z,,,2014-10-14T08:49:39Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-791,2014-10-09T10:07:58Z,,,2014-10-10T14:20:18Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-792,2014-10-13T16:11:10Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-793,2014-10-13T16:18:18Z,,,2014-10-15T05:27:17Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-794,2014-10-17T09:53:24Z,,,2016-04-05T19:56:39Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-795,2014-10-27T14:18:23Z,,,2014-12-09T19:55:59Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-796,2014-11-10T16:23:23Z,,,2015-07-10T20:51:31Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-797,2014-11-19T13:38:19Z,,,2014-11-19T17:01:00Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-798,2014-11-19T15:07:16Z,,,2014-12-02T10:11:01Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-799,2014-11-21T11:33:30Z,,,2014-12-09T19:07:05Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-800,2014-11-21T13:30:18Z,,,2014-12-05T13:39:55Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-801,2014-11-21T16:51:10Z,,,2014-12-12T11:13:13Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-802,2014-11-21T16:56:18Z,,,2015-09-07T15:59:33Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-803,2014-11-21T17:00:24Z,,,2014-12-12T11:15:06Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-804,2014-11-24T12:17:26Z,,,2014-12-06T06:43:18Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-805,2014-11-25T11:37:02Z,,,2014-12-06T05:55:39Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-806,2014-11-27T02:16:49Z,,,2017-10-09T09:31:14Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-807,2014-12-02T04:32:57Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-808,2014-12-02T04:38:11Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-809,2014-12-04T02:16:56Z,,,2014-12-06T06:16:51Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-810,2014-12-04T02:32:27Z,,,2014-12-06T06:58:52Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-811,2014-12-04T02:38:19Z,,,2014-12-06T07:06:21Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-812,2014-12-04T02:43:11Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-813,2014-12-04T02:49:36Z,,,2014-12-06T06:50:48Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-814,2014-12-04T03:00:59Z,,,2014-12-10T18:46:56Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-815,2014-12-04T03:07:12Z,,,2014-12-05T11:27:47Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-816,2014-12-05T06:15:20Z,2016-11-22T22:09:43Z,2020-07-27T06:56:15Z,2020-07-27T06:56:15Z,17247.9064,32216.7756,0.0000,
BOOKKEEPER-817,2014-12-05T06:17:58Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-818,2014-12-05T06:20:04Z,2017-11-10T21:01:25Z,2017-11-12T07:14:06Z,2017-11-12T07:14:06Z,25718.6892,34.2114,0.0000,
BOOKKEEPER-819,2014-12-05T06:26:31Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-820,2014-12-05T07:52:54Z,,,2014-12-06T06:31:24Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-821,2014-12-08T04:43:26Z,,,2015-05-20T06:20:45Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-822,2014-12-09T20:31:21Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-823,2014-12-10T18:48:13Z,,,2015-07-07T06:25:30Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-824,2014-12-11T23:39:50Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-825,2014-12-12T00:11:27Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-826,2014-12-12T00:26:08Z,,,2015-10-06T09:13:08Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-827,2014-12-13T07:39:51Z,,,2015-01-16T15:02:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-828,2014-12-16T18:58:30Z,,,2015-03-18T06:22:54Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-829,2014-12-17T15:56:40Z,,,2015-08-23T15:26:04Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-830,2014-12-17T16:00:49Z,,,2015-01-19T21:03:44Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-831,2014-12-17T16:06:17Z,,,2015-03-12T07:57:25Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-832,2014-12-22T16:16:12Z,,,2015-01-12T14:20:46Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-833,2014-12-23T01:21:35Z,,,2015-04-21T08:08:53Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-834,2015-01-13T05:10:05Z,,,2015-03-18T06:37:15Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-835,2015-01-16T17:26:54Z,,,2015-05-19T07:38:59Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-836,2015-01-22T00:05:22Z,,,2015-04-21T07:55:43Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-837,2015-02-06T15:16:20Z,,,2015-03-12T07:37:52Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-838,2015-02-21T05:21:24Z,,,2015-02-23T07:21:27Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-839,2015-02-24T17:07:41Z,,,2015-03-12T07:26:05Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-840,2015-03-09T23:40:13Z,,,2015-03-18T05:41:04Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-841,2015-03-09T23:41:58Z,2016-01-31T20:03:20Z,2016-02-23T23:44:50Z,2016-02-23T23:45:33Z,7868.3561,555.6917,0.0119,
BOOKKEEPER-842,2015-03-10T02:05:28Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-843,2015-03-10T02:08:23Z,,,2017-06-22T00:35:04Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-844,2015-03-12T09:03:06Z,,,2015-03-18T06:46:09Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-845,2015-03-17T08:17:07Z,,,2015-06-01T04:55:16Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-846,2015-03-20T21:53:37Z,,,2015-04-21T08:20:24Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-847,2015-03-28T15:36:13Z,,,2015-04-21T07:36:25Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-848,2015-04-10T21:12:23Z,,,2015-04-21T07:39:57Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-849,2015-04-10T21:17:15Z,,,2015-04-21T07:18:31Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-850,2015-04-10T21:41:41Z,,,2015-04-21T07:24:54Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-851,2015-04-10T21:51:12Z,2016-02-01T08:22:12Z,2016-03-08T05:50:13Z,2016-03-08T05:50:33Z,7114.5167,861.4669,0.0056,
BOOKKEEPER-852,2015-04-10T23:50:18Z,2016-11-12T02:59:53Z,2017-03-28T20:37:28Z,2017-03-28T20:37:27Z,13947.1597,3281.6264,,negative_testing_duration
BOOKKEEPER-853,2015-04-21T07:58:03Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-854,2015-05-19T08:18:32Z,,,2015-05-20T04:23:36Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-855,2015-05-24T05:25:21Z,2015-11-03T07:50:03Z,2016-01-26T21:11:29Z,2016-01-26T21:13:44Z,3914.4117,2029.3572,0.0375,
BOOKKEEPER-856,2015-05-24T14:15:22Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-857,2015-05-24T14:21:12Z,,,2016-03-16T04:18:26Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-858,2015-05-30T09:42:08Z,,,2015-06-02T06:03:08Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-859,2015-06-21T13:34:44Z,,,2016-05-16T21:02:57Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-860,2015-07-27T16:57:08Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-861,2015-08-02T18:53:00Z,,,2016-04-10T04:28:31Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-862,2015-08-02T21:35:18Z,,,2015-10-06T08:08:05Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-863,2015-08-06T17:05:04Z,,,2015-08-12T02:01:49Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-864,2015-08-18T19:54:47Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-865,2015-08-31T02:01:57Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-866,2015-08-31T12:51:55Z,,,2015-10-16T05:01:34Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-867,2015-09-01T18:02:23Z,,,2015-10-22T07:24:43Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-868,2015-09-08T16:01:41Z,,,2015-10-06T08:49:13Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-869,2015-09-15T01:36:41Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-870,2015-09-15T01:37:18Z,2016-04-10T04:37:06Z,2016-04-13T22:52:11Z,2016-04-13T23:11:54Z,4994.9967,90.2514,0.3286,
BOOKKEEPER-871,2015-09-21T14:33:30Z,,,2016-06-28T14:08:59Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-872,2015-09-21T17:17:26Z,,,2015-10-10T16:38:55Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-873,2015-09-22T18:09:35Z,2016-12-01T02:42:10Z,2017-01-31T01:42:13Z,2017-01-31T01:42:12Z,10448.5431,1463.0008,,negative_testing_duration
BOOKKEEPER-874,2015-09-22T18:12:55Z,2016-12-09T21:51:20Z,2017-01-31T03:02:12Z,2017-01-31T03:02:08Z,10659.6403,1253.1811,,negative_testing_duration
